"objectid","event_id","event_date","event_year","event_month","event_dow","event_hour","event_type","division","occurrence_created","apprehension_made","hood_158","neighbourhood_158"
25023,3853089,"2015-02-20",2015,"February","Friday",15,"Overdose","D53","No","No","173","North Toronto (173)"
25024,3854832,"2015-02-20",2015,"February","Friday",21,"Suicide-related","D33","Yes","No","042","Banbury-Don Mills (42)"
25025,3860849,"2015-02-21",2015,"February","Saturday",23,"Person in Crisis","D11","No","No","084","Little Portugal (84)"
25026,3860023,"2015-02-21",2015,"February","Saturday",19,"Person in Crisis","D11","No","No","087","High Park-Swansea (87)"
25027,3859228,"2015-02-21",2015,"February","Saturday",16,"Person in Crisis","D42","No","No","146","Malvern East (146)"
25028,3859254,"2015-02-21",2015,"February","Saturday",17,"Person in Crisis","D31","Yes","No","027","York University Heights (27)"
25029,3860211,"2015-02-21",2015,"February","Saturday",20,"Person in Crisis","D14","Yes","Yes","085","South Parkdale (85)"
25030,3856496,"2015-02-21",2015,"February","Saturday",7,"Suicide-related","D53","Yes","No","095","Annex (95)"
25031,3855827,"2015-02-21",2015,"February","Saturday",2,"Suicide-related","D55","Yes","No","070","South Riverdale (70)"
25032,3858244,"2015-02-21",2015,"February","Saturday",13,"Suicide-related","D11","No","No","114","Lambton Baby Point (114)"
25033,3858902,"2015-02-21",2015,"February","Saturday",15,"Person in Crisis","D52","No","No","079","University (79)"
25034,3860238,"2015-02-21",2015,"February","Saturday",20,"Overdose","D55","Yes","Yes","062","East End-Danforth (62)"
25035,3858615,"2015-02-21",2015,"February","Saturday",15,"Suicide-related","D52","No","No","079","University (79)"
25036,3860817,"2015-02-21",2015,"February","Saturday",22,"Person in Crisis","D33","Yes","Yes","150","Fenside-Parkwoods (150)"
25037,3856829,"2015-02-21",2015,"February","Saturday",9,"Person in Crisis","D22","No","No","016","Stonegate-Queensway (16)"
25038,3860000,"2015-02-21",2015,"February","Saturday",19,"Person in Crisis","D33","No","No","046","Pleasant View (46)"
25039,3858317,"2015-02-21",2015,"February","Saturday",14,"Suicide-related","D13","Yes","No","094","Wychwood (94)"
25040,3855598,"2015-02-21",2015,"February","Saturday",1,"Suicide-related","D41","Yes","Yes","122","Birchcliffe-Cliffside (122)"
25041,3860667,"2015-02-21",2015,"February","Saturday",22,"Person in Crisis","D23","Yes","Yes","008","Humber Heights-Westmount (8)"
25042,3860287,"2015-02-21",2015,"February","Saturday",20,"Suicide-related","D55","No","No","070","South Riverdale (70)"
25043,3855533,"2015-02-21",2015,"February","Saturday",NA,"Person in Crisis","D13","No","No","031","Yorkdale-Glen Park (31)"
25044,3857735,"2015-02-21",2015,"February","Saturday",12,"Suicide-related","D42","No","No","145","Malvern West (145)"
25045,3856115,"2015-02-21",2015,"February","Saturday",4,"Suicide-related","D54","Yes","No","043","Victoria Village (43)"
25046,3857938,"2015-02-21",2015,"February","Saturday",12,"Person in Crisis","D14","No","No","080","Palmerston-Little Italy (80)"
25047,3855968,"2015-02-21",2015,"February","Saturday",3,"Suicide-related","D55","No","No","062","East End-Danforth (62)"
25048,3860716,"2015-02-21",2015,"February","Saturday",22,"Person in Crisis","D14","No","No","164","Wellington Place (164)"
25049,3856039,"2015-02-21",2015,"February","Saturday",3,"Suicide-related","D32","Yes","Yes","040","St.Andrew-Windfields (40)"
25050,3860194,"2015-02-21",2015,"February","Saturday",20,"Suicide-related","D41","Yes","Yes","121","Oakridge (121)"
25051,3860202,"2015-02-21",2015,"February","Saturday",20,"Suicide-related","D53","No","No","098","Rosedale-Moore Park (98)"
25052,3858499,"2015-02-21",2015,"February","Saturday",14,"Person in Crisis","D23","No","No","001","West Humber-Clairville (1)"
25053,3860934,"2015-02-21",2015,"February","Saturday",23,"Suicide-related","D53","No","No","095","Annex (95)"
25054,3856755,"2015-02-21",2015,"February","Saturday",9,"Person in Crisis","D14","Yes","Yes","085","South Parkdale (85)"
25055,3856773,"2015-02-21",2015,"February","Saturday",9,"Person in Crisis","D51","Yes","No","071","Cabbagetown-South St.James Town (71)"
25056,3858383,"2015-02-21",2015,"February","Saturday",14,"Suicide-related","D43","Yes","No","134","Highland Creek (134)"
25057,3857746,"2015-02-21",2015,"February","Saturday",12,"Person in Crisis","D11","No","No","088","High Park North (88)"
25058,3859234,"2015-02-21",2015,"February","Saturday",17,"Suicide-related","D52","Yes","No","079","University (79)"
25059,3860320,"2015-02-21",2015,"February","Saturday",20,"Person in Crisis","D52","No","No","170","Yonge-Bay Corridor (170)"
25060,3856446,"2015-02-21",2015,"February","Saturday",7,"Suicide-related","D11","Yes","No","088","High Park North (88)"
25061,3859429,"2015-02-21",2015,"February","Saturday",17,"Suicide-related","D43","Yes","Yes","135","Morningside (135)"
25062,3859830,"2015-02-21",2015,"February","Saturday",19,"Suicide-related","D51","No","No","167","Church-Wellesley (167)"
25063,3859129,"2015-02-21",2015,"February","Saturday",16,"Person in Crisis","D14","No","No","084","Little Portugal (84)"
25064,3855646,"2015-02-21",2015,"February","Saturday",1,"Person in Crisis","D11","Yes","Yes","090","Junction Area (90)"
25065,3855866,"2015-02-21",2015,"February","Saturday",2,"Person in Crisis","D41","No","No","125","Ionview (125)"
25066,3860361,"2015-02-21",2015,"February","Saturday",21,"Suicide-related","D51","No","No","166","St Lawrence-East Bayfront-The Islands "
25067,3857323,"2015-02-21",2015,"February","Saturday",11,"Person in Crisis","D53","No","No","095","Annex (95)"
25068,3858414,"2015-02-21",2015,"February","Saturday",14,"Overdose","D23","No","No","005","Elms-Old Rexdale (5)"
25069,3860281,"2015-02-21",2015,"February","Saturday",20,"Person in Crisis","D14","No","No","083","Dufferin Grove (83)"
25070,3856366,"2015-02-21",2015,"February","Saturday",6,"Suicide-related","D14","Yes","Yes","078","Kensington-Chinatown (78)"
25071,3858271,"2015-02-21",2015,"February","Saturday",13,"Person in Crisis","D42","No","No","129","Agincourt North (129)"
25072,3855445,"2015-02-21",2015,"February","Saturday",NA,"Suicide-related","D43","Yes","No","136","West Hill (136)"
25073,3858782,"2015-02-21",2015,"February","Saturday",15,"Person in Crisis","D42","No","No","129","Agincourt North (129)"
25074,3860076,"2015-02-21",2015,"February","Saturday",20,"Suicide-related","D41","No","No","124","Kennedy Park (124)"
25075,3855573,"2015-02-21",2015,"February","Saturday",1,"Person in Crisis","D53","No","No","100","Yonge-Eglinton (100)"
25076,3860339,"2015-02-21",2015,"February","Saturday",21,"Suicide-related","D41","Yes","No","119","Wexford/Maryvale (119)"
25077,3859645,"2015-02-21",2015,"February","Saturday",18,"Person in Crisis","D55","No","No","070","South Riverdale (70)"
25078,3860567,"2015-02-21",2015,"February","Saturday",22,"Suicide-related","D11","No","No","088","High Park North (88)"
25079,3860688,"2015-02-21",2015,"February","Saturday",22,"Suicide-related","D54","No","No","054","O'Connor-Parkview (54)"
25080,3863424,"2015-02-22",2015,"February","Sunday",12,"Person in Crisis","D12","Yes","No","030","Brookhaven-Amesbury (30)"
25081,3865367,"2015-02-22",2015,"February","Sunday",20,"Suicide-related","D42","Yes","No","146","Malvern East (146)"
25082,3861960,"2015-02-22",2015,"February","Sunday",5,"Person in Crisis","D54","No","No","058","Old East York (58)"
25083,3864627,"2015-02-22",2015,"February","Sunday",17,"Person in Crisis","D42","No","No","129","Agincourt North (129)"
25084,3864767,"2015-02-22",2015,"February","Sunday",17,"Person in Crisis","D55","No","No","070","South Riverdale (70)"
25085,3862661,"2015-02-22",2015,"February","Sunday",10,"Person in Crisis","D23","No","No","001","West Humber-Clairville (1)"
25086,3865129,"2015-02-22",2015,"February","Sunday",19,"Person in Crisis","D11","Yes","Yes","087","High Park-Swansea (87)"
25087,3865725,"2015-02-22",2015,"February","Sunday",21,"Person in Crisis","D33","No","No","043","Victoria Village (43)"
25088,3865726,"2015-02-22",2015,"February","Sunday",21,"Suicide-related","D32","No","No","153","Avondale (153)"
25089,3861265,"2015-02-22",2015,"February","Sunday",NA,"Suicide-related","D14","Yes","No","165","Harbourfront-CityPlace (165)"
25090,3865751,"2015-02-22",2015,"February","Sunday",21,"Suicide-related","D43","No","No","135","Morningside (135)"
25091,3865876,"2015-02-22",2015,"February","Sunday",22,"Suicide-related","D22","Yes","No","016","Stonegate-Queensway (16)"
25092,3866080,"2015-02-22",2015,"February","Sunday",23,"Suicide-related","D22","No","No","013","Etobicoke West Mall (13)"
25093,3865898,"2015-02-22",2015,"February","Sunday",22,"Person in Crisis","D33","No","No","042","Banbury-Don Mills (42)"
25094,3862067,"2015-02-22",2015,"February","Sunday",6,"Suicide-related","D55","Yes","Yes","062","East End-Danforth (62)"
25095,3864272,"2015-02-22",2015,"February","Sunday",15,"Suicide-related","D33","Yes","Yes","048","Hillcrest Village (48)"
25096,3861436,"2015-02-22",2015,"February","Sunday",1,"Suicide-related","D14","No","No","081","Trinity-Bellwoods (81)"
25097,3866002,"2015-02-22",2015,"February","Sunday",23,"Suicide-related","D11","No","No","171","Junction-Wallace Emerson (171)"
25098,3865524,"2015-02-22",2015,"February","Sunday",20,"Suicide-related","D51","Yes","Yes","168","Downtown Yonge East (168)"
25099,3865729,"2015-02-22",2015,"February","Sunday",21,"Suicide-related","D33","No","No","046","Pleasant View (46)"
25100,3864453,"2015-02-22",2015,"February","Sunday",16,"Suicide-related","D32","Yes","Yes","033","Clanton Park (33)"
25101,3865901,"2015-02-22",2015,"February","Sunday",22,"Suicide-related","D14","No","No","095","Annex (95)"
25102,3865875,"2015-02-22",2015,"February","Sunday",22,"Suicide-related","D55","Yes","Yes","062","East End-Danforth (62)"
25103,3862416,"2015-02-22",2015,"February","Sunday",8,"Person in Crisis","D13","No","No","094","Wychwood (94)"
25104,3864663,"2015-02-22",2015,"February","Sunday",17,"Person in Crisis","D13","No","No","032","Englemount-Lawrence (32)"
25105,3865027,"2015-02-22",2015,"February","Sunday",18,"Person in Crisis","D32","No","No","039","Bedford Park-Nortown (39)"
25106,3864889,"2015-02-22",2015,"February","Sunday",18,"Person in Crisis","D52","No","No","078","Kensington-Chinatown (78)"
25107,3862217,"2015-02-22",2015,"February","Sunday",7,"Person in Crisis","D51","No","No","073","Moss Park (73)"
25108,3861922,"2015-02-22",2015,"February","Sunday",4,"Person in Crisis","D41","No","No","124","Kennedy Park (124)"
25109,3863627,"2015-02-22",2015,"February","Sunday",13,"Person in Crisis","D32","No","No","NSA","NSA"
25110,3864963,"2015-02-22",2015,"February","Sunday",18,"Suicide-related","D23","No","No","003","Thistletown-Beaumond Heights (3)"
25111,3863496,"2015-02-22",2015,"February","Sunday",13,"Person in Crisis","D32","Yes","No","151","Yonge-Doris (151)"
25112,3862886,"2015-02-22",2015,"February","Sunday",10,"Suicide-related","D22","No","No","018","New Toronto (18)"
25113,3864127,"2015-02-22",2015,"February","Sunday",15,"Person in Crisis","D32","Yes","No","027","York University Heights (27)"
25114,3864047,"2015-02-22",2015,"February","Sunday",15,"Suicide-related","D14","No","No","083","Dufferin Grove (83)"
25115,3866062,"2015-02-22",2015,"February","Sunday",23,"Suicide-related","D51","No","No","166","St Lawrence-East Bayfront-The Islands "
25116,3864139,"2015-02-22",2015,"February","Sunday",15,"Person in Crisis","D41","Yes","No","121","Oakridge (121)"
25117,3865547,"2015-02-22",2015,"February","Sunday",20,"Overdose","D51","No","No","073","Moss Park (73)"
25118,3864149,"2015-02-22",2015,"February","Sunday",15,"Person in Crisis","D14","No","No","162","West Queen West (162)"
25119,3862458,"2015-02-22",2015,"February","Sunday",8,"Person in Crisis","D55","No","No","064","Woodbine Corridor (64)"
25120,3861527,"2015-02-22",2015,"February","Sunday",2,"Overdose","D23","Yes","No","007","Willowridge-Martingrove-Richview (7)"
25121,3866118,"2015-02-22",2015,"February","Sunday",23,"Suicide-related","D32","Yes","Yes","037","Willowdale West (37)"
25122,3865990,"2015-02-22",2015,"February","Sunday",23,"Overdose","D42","Yes","Yes","146","Malvern East (146)"
25123,3865850,"2015-02-22",2015,"February","Sunday",22,"Suicide-related","D14","No","No","172","Dovercourt Village (172)"
25124,3869826,"2015-02-23",2015,"February","Monday",15,"Person in Crisis","D14","No","No","162","West Queen West (162)"
25125,3868574,"2015-02-23",2015,"February","Monday",12,"Person in Crisis","D14","No","No","162","West Queen West (162)"
25126,3867425,"2015-02-23",2015,"February","Monday",8,"Person in Crisis","D51","No","No","073","Moss Park (73)"
25127,3871951,"2015-02-23",2015,"February","Monday",23,"Person in Crisis","D51","No","No","073","Moss Park (73)"
25128,3871737,"2015-02-23",2015,"February","Monday",22,"Suicide-related","D53","No","No","095","Annex (95)"
25129,3869468,"2015-02-23",2015,"February","Monday",14,"Person in Crisis","D31","Yes","Yes","021","Humber Summit (21)"
25130,3870718,"2015-02-23",2015,"February","Monday",18,"Person in Crisis","D12","Yes","Yes","113","Weston (113)"
25131,3871746,"2015-02-23",2015,"February","Monday",22,"Person in Crisis","D42","No","No","129","Agincourt North (129)"
25132,3867919,"2015-02-23",2015,"February","Monday",10,"Person in Crisis","D23","Yes","Yes","005","Elms-Old Rexdale (5)"
25133,3867738,"2015-02-23",2015,"February","Monday",9,"Person in Crisis","D53","No","No","095","Annex (95)"
25134,3871031,"2015-02-23",2015,"February","Monday",19,"Person in Crisis","D33","No","No","150","Fenside-Parkwoods (150)"
25135,3867542,"2015-02-23",2015,"February","Monday",8,"Person in Crisis","D51","No","No","167","Church-Wellesley (167)"
25136,3870801,"2015-02-23",2015,"February","Monday",18,"Person in Crisis","D14","No","No","172","Dovercourt Village (172)"
25137,3871648,"2015-02-23",2015,"February","Monday",21,"Person in Crisis","D42","No","No","148","East L'Amoreaux (148)"
25138,3871881,"2015-02-23",2015,"February","Monday",23,"Person in Crisis","D54","No","No","054","O'Connor-Parkview (54)"
25139,3870814,"2015-02-23",2015,"February","Monday",18,"Suicide-related","D42","No","No","130","Milliken (130)"
25140,3869913,"2015-02-23",2015,"February","Monday",15,"Person in Crisis","D14","No","No","085","South Parkdale (85)"
25141,3867539,"2015-02-23",2015,"February","Monday",8,"Person in Crisis","D31","Yes","Yes","021","Humber Summit (21)"
25142,3868739,"2015-02-23",2015,"February","Monday",12,"Suicide-related","D32","Yes","Yes","152","East Willowdale (152)"
25143,3871395,"2015-02-23",2015,"February","Monday",20,"Person in Crisis","D13","Yes","No","096","Casa Loma (96)"
25144,3870082,"2015-02-23",2015,"February","Monday",16,"Person in Crisis","D31","No","No","024","Black Creek (24)"
25145,3869110,"2015-02-23",2015,"February","Monday",13,"Person in Crisis","D43","Yes","Yes","136","West Hill (136)"
25146,3868906,"2015-02-23",2015,"February","Monday",13,"Person in Crisis","D51","No","No","073","Moss Park (73)"
25147,3869510,"2015-02-23",2015,"February","Monday",14,"Person in Crisis","D53","Yes","No","173","North Toronto (173)"
25148,3871857,"2015-02-23",2015,"February","Monday",22,"Suicide-related","D52","Yes","Yes","170","Yonge-Bay Corridor (170)"
25149,3866292,"2015-02-23",2015,"February","Monday",NA,"Suicide-related","D43","Yes","No","142","Woburn North (142)"
25150,3869338,"2015-02-23",2015,"February","Monday",14,"Person in Crisis","D41","No","No","124","Kennedy Park (124)"
25151,3866878,"2015-02-23",2015,"February","Monday",5,"Person in Crisis","D12","No","No","023","Pelmo Park-Humberlea (23)"
25152,3868896,"2015-02-23",2015,"February","Monday",13,"Overdose","D32","No","No","039","Bedford Park-Nortown (39)"
25153,3871374,"2015-02-23",2015,"February","Monday",20,"Person in Crisis","D51","No","No","168","Downtown Yonge East (168)"
25154,3870248,"2015-02-23",2015,"February","Monday",16,"Person in Crisis","D23","No","No","002","Mount Olive-Silverstone-Jamestown (2)"
25155,3866445,"2015-02-23",2015,"February","Monday",2,"Suicide-related","D42","Yes","Yes","128","Agincourt South-Malvern West (128)"
25156,3870596,"2015-02-23",2015,"February","Monday",18,"Overdose","D51","No","No","168","Downtown Yonge East (168)"
25157,3870922,"2015-02-23",2015,"February","Monday",19,"Suicide-related","D43","Yes","Yes","141","Golfdale-Cedarbrae-Woburn (141)"
25158,3871623,"2015-02-23",2015,"February","Monday",21,"Person in Crisis","D23","No","No","002","Mount Olive-Silverstone-Jamestown (2)"
25159,3868299,"2015-02-23",2015,"February","Monday",11,"Person in Crisis","D11","Yes","Yes","090","Junction Area (90)"
25160,3870735,"2015-02-23",2015,"February","Monday",18,"Person in Crisis","D32","No","No","034","Bathurst Manor (34)"
25161,3870267,"2015-02-23",2015,"February","Monday",17,"Person in Crisis","D13","No","No","109","Caledonia-Fairbank (109)"
25162,3868684,"2015-02-23",2015,"February","Monday",12,"Suicide-related","D41","Yes","No","122","Birchcliffe-Cliffside (122)"
25163,3870095,"2015-02-23",2015,"February","Monday",16,"Person in Crisis","D32","No","No","039","Bedford Park-Nortown (39)"
25164,3866541,"2015-02-23",2015,"February","Monday",2,"Overdose","D14","No","No","162","West Queen West (162)"
25165,3866348,"2015-02-23",2015,"February","Monday",1,"Person in Crisis","D31","No","No","021","Humber Summit (21)"
25166,3868270,"2015-02-23",2015,"February","Monday",11,"Suicide-related","D31","No","No","024","Black Creek (24)"
25167,3871144,"2015-02-23",2015,"February","Monday",19,"Suicide-related","D12","No","No","113","Weston (113)"
25168,3866518,"2015-02-23",2015,"February","Monday",2,"Suicide-related","D14","No","No","095","Annex (95)"
25169,3871271,"2015-02-23",2015,"February","Monday",20,"Person in Crisis","D14","No","No","163","Fort York-Liberty Village (163)"
25170,3869063,"2015-02-23",2015,"February","Monday",13,"Person in Crisis","D51","No","No","166","St Lawrence-East Bayfront-The Islands "
25171,3867203,"2015-02-23",2015,"February","Monday",7,"Suicide-related","D11","No","No","171","Junction-Wallace Emerson (171)"
25172,3870079,"2015-02-23",2015,"February","Monday",16,"Person in Crisis","D13","Yes","No","109","Caledonia-Fairbank (109)"
25173,3869719,"2015-02-23",2015,"February","Monday",15,"Person in Crisis","D43","Yes","Yes","141","Golfdale-Cedarbrae-Woburn (141)"
25174,3871129,"2015-02-23",2015,"February","Monday",19,"Person in Crisis","D22","Yes","Yes","159","Etobicoke City Centre (159)"
25175,3866409,"2015-02-23",2015,"February","Monday",1,"Suicide-related","D31","No","No","027","York University Heights (27)"
25176,3869527,"2015-02-23",2015,"February","Monday",14,"Overdose","D32","Yes","No","151","Yonge-Doris (151)"
25177,3870600,"2015-02-23",2015,"February","Monday",18,"Person in Crisis","D51","No","No","073","Moss Park (73)"
25178,3869674,"2015-02-23",2015,"February","Monday",15,"Overdose","D22","No","No","019","Long Branch (19)"
25179,3874578,"2015-02-24",2015,"February","Tuesday",12,"Person in Crisis","D11","No","No","171","Junction-Wallace Emerson (171)"
25180,3874699,"2015-02-24",2015,"February","Tuesday",12,"Suicide-related","D33","Yes","Yes","042","Banbury-Don Mills (42)"
25181,3875713,"2015-02-24",2015,"February","Tuesday",15,"Suicide-related","D12","No","No","029","Maple Leaf (29)"
25182,3875113,"2015-02-24",2015,"February","Tuesday",13,"Person in Crisis","D14","Yes","Yes","078","Kensington-Chinatown (78)"
25183,3875488,"2015-02-24",2015,"February","Tuesday",14,"Person in Crisis","D31","Yes","Yes","021","Humber Summit (21)"
25184,3874424,"2015-02-24",2015,"February","Tuesday",11,"Suicide-related","D12","Yes","Yes","112","Beechborough-Greenbrook (112)"
25185,3877452,"2015-02-24",2015,"February","Tuesday",21,"Person in Crisis","D51","Yes","Yes","073","Moss Park (73)"
25186,3877411,"2015-02-24",2015,"February","Tuesday",20,"Person in Crisis","D43","Yes","No","136","West Hill (136)"
25187,3873820,"2015-02-24",2015,"February","Tuesday",9,"Person in Crisis","D52","No","No","170","Yonge-Bay Corridor (170)"
25188,3874187,"2015-02-24",2015,"February","Tuesday",10,"Suicide-related","D13","No","No","106","Humewood-Cedarvale (106)"
25189,3872982,"2015-02-24",2015,"February","Tuesday",6,"Person in Crisis","D52","Yes","Yes","078","Kensington-Chinatown (78)"
25190,3877492,"2015-02-24",2015,"February","Tuesday",21,"Suicide-related","D54","Yes","Yes","044","Flemingdon Park (44)"
25191,3874715,"2015-02-24",2015,"February","Tuesday",12,"Person in Crisis","D14","Yes","Yes","080","Palmerston-Little Italy (80)"
25192,3876569,"2015-02-24",2015,"February","Tuesday",17,"Person in Crisis","D12","Yes","Yes","030","Brookhaven-Amesbury (30)"
25193,3877988,"2015-02-24",2015,"February","Tuesday",23,"Person in Crisis","D43","No","No","135","Morningside (135)"
25194,3872385,"2015-02-24",2015,"February","Tuesday",2,"Suicide-related","D43","No","No","139","Scarborough Village (139)"
25195,3876252,"2015-02-24",2015,"February","Tuesday",16,"Person in Crisis","D32","No","No","031","Yorkdale-Glen Park (31)"
25196,3874601,"2015-02-24",2015,"February","Tuesday",12,"Person in Crisis","D51","Yes","Yes","071","Cabbagetown-South St.James Town (71)"
25197,3876817,"2015-02-24",2015,"February","Tuesday",18,"Person in Crisis","D51","No","No","073","Moss Park (73)"
25198,3875342,"2015-02-24",2015,"February","Tuesday",14,"Suicide-related","D11","No","No","086","Roncesvalles (86)"
25199,3875463,"2015-02-24",2015,"February","Tuesday",14,"Suicide-related","D53","Yes","Yes","174","South Eglinton-Davisville (174)"
25200,3876241,"2015-02-24",2015,"February","Tuesday",16,"Person in Crisis","D51","Yes","Yes","073","Moss Park (73)"
25201,3876728,"2015-02-24",2015,"February","Tuesday",18,"Person in Crisis","D55","No","No","064","Woodbine Corridor (64)"
25202,3877862,"2015-02-24",2015,"February","Tuesday",23,"Overdose","D11","No","No","171","Junction-Wallace Emerson (171)"
25203,3872105,"2015-02-24",2015,"February","Tuesday",NA,"Suicide-related","D53","No","No","095","Annex (95)"
25204,3872196,"2015-02-24",2015,"February","Tuesday",NA,"Suicide-related","D11","Yes","Yes","083","Dufferin Grove (83)"
25205,3872541,"2015-02-24",2015,"February","Tuesday",3,"Person in Crisis","D51","No","No","168","Downtown Yonge East (168)"
25206,3874411,"2015-02-24",2015,"February","Tuesday",11,"Person in Crisis","D14","Yes","Yes","084","Little Portugal (84)"
25207,3877319,"2015-02-24",2015,"February","Tuesday",20,"Suicide-related","D11","Yes","No","083","Dufferin Grove (83)"
25208,3876171,"2015-02-24",2015,"February","Tuesday",16,"Person in Crisis","D41","Yes","No","121","Oakridge (121)"
25209,3872100,"2015-02-24",2015,"February","Tuesday",NA,"Suicide-related","D55","Yes","Yes","062","East End-Danforth (62)"
25210,3873650,"2015-02-24",2015,"February","Tuesday",9,"Person in Crisis","D31","Yes","Yes","154","Oakdale-Beverley Heights (154)"
25211,3877323,"2015-02-24",2015,"February","Tuesday",20,"Person in Crisis","D52","No","No","170","Yonge-Bay Corridor (170)"
25212,3872498,"2015-02-24",2015,"February","Tuesday",2,"Suicide-related","D14","No","No","078","Kensington-Chinatown (78)"
25213,3874555,"2015-02-24",2015,"February","Tuesday",12,"Person in Crisis","D53","Yes","No","173","North Toronto (173)"
25214,3877635,"2015-02-24",2015,"February","Tuesday",21,"Person in Crisis","D23","No","No","001","West Humber-Clairville (1)"
25215,3875169,"2015-02-24",2015,"February","Tuesday",13,"Overdose","D43","No","No","136","West Hill (136)"
25216,3876571,"2015-02-24",2015,"February","Tuesday",17,"Person in Crisis","D41","Yes","Yes","124","Kennedy Park (124)"
25217,3877423,"2015-02-24",2015,"February","Tuesday",21,"Person in Crisis","D54","Yes","No","044","Flemingdon Park (44)"
25218,3877920,"2015-02-24",2015,"February","Tuesday",23,"Suicide-related","D14","Yes","Yes","081","Trinity-Bellwoods (81)"
25219,3876873,"2015-02-24",2015,"February","Tuesday",18,"Person in Crisis","D12","No","No","030","Brookhaven-Amesbury (30)"
25220,3875596,"2015-02-24",2015,"February","Tuesday",14,"Person in Crisis","D55","No","No","064","Woodbine Corridor (64)"
25221,3874562,"2015-02-24",2015,"February","Tuesday",12,"Person in Crisis","D22","Yes","Yes","158","Islington (158)"
25222,3875157,"2015-02-24",2015,"February","Tuesday",13,"Person in Crisis","D55","Yes","Yes","062","East End-Danforth (62)"
25223,3873213,"2015-02-24",2015,"February","Tuesday",7,"Person in Crisis","D41","Yes","No","126","Dorset Park (126)"
25224,3876981,"2015-02-24",2015,"February","Tuesday",19,"Suicide-related","D14","No","No","163","Fort York-Liberty Village (163)"
25225,3875180,"2015-02-24",2015,"February","Tuesday",13,"Person in Crisis","D53","No","No","174","South Eglinton-Davisville (174)"
25226,3874598,"2015-02-24",2015,"February","Tuesday",12,"Person in Crisis","D11","No","No","088","High Park North (88)"
25227,3877273,"2015-02-24",2015,"February","Tuesday",20,"Suicide-related","D12","Yes","No","112","Beechborough-Greenbrook (112)"
25228,3875548,"2015-02-24",2015,"February","Tuesday",14,"Person in Crisis","D51","No","No","073","Moss Park (73)"
25229,3876490,"2015-02-24",2015,"February","Tuesday",17,"Person in Crisis","D31","Yes","No","025","Glenfield-Jane Heights (25)"
25230,3873472,"2015-02-24",2015,"February","Tuesday",8,"Person in Crisis","D13","No","No","107","Oakwood Village (107)"
25231,3872317,"2015-02-24",2015,"February","Tuesday",1,"Person in Crisis","D54","No","No","120","Clairlea-Birchmount (120)"
25232,3877631,"2015-02-24",2015,"February","Tuesday",21,"Suicide-related","D53","Yes","No","097","Yonge-St.Clair (97)"
25233,3872120,"2015-02-24",2015,"February","Tuesday",NA,"Overdose","D54","Yes","No","057","Broadview North (57)"
25234,3877184,"2015-02-24",2015,"February","Tuesday",20,"Person in Crisis","D11","Yes","Yes","087","High Park-Swansea (87)"
25235,3876017,"2015-02-24",2015,"February","Tuesday",16,"Person in Crisis","D22","Yes","No","016","Stonegate-Queensway (16)"
25236,3875216,"2015-02-24",2015,"February","Tuesday",13,"Suicide-related","D12","No","No","091","Weston-Pelham Park (91)"
25237,3874306,"2015-02-24",2015,"February","Tuesday",11,"Suicide-related","D51","Yes","Yes","168","Downtown Yonge East (168)"
25238,3883339,"2015-02-25",2015,"February","Wednesday",20,"Person in Crisis","D53","No","No","100","Yonge-Eglinton (100)"
25239,3883818,"2015-02-25",2015,"February","Wednesday",22,"Suicide-related","D11","No","No","171","Junction-Wallace Emerson (171)"
25240,3880460,"2015-02-25",2015,"February","Wednesday",11,"Person in Crisis","D41","No","No","157","Bendale South (157)"
25241,3882690,"2015-02-25",2015,"February","Wednesday",18,"Person in Crisis","D42","No","No","147","L'Amoreaux West (147)"
25242,3883121,"2015-02-25",2015,"February","Wednesday",19,"Person in Crisis","D12","No","No","030","Brookhaven-Amesbury (30)"
25243,3882520,"2015-02-25",2015,"February","Wednesday",17,"Person in Crisis","D31","No","No","154","Oakdale-Beverley Heights (154)"
25244,3883650,"2015-02-25",2015,"February","Wednesday",21,"Suicide-related","D53","Yes","No","174","South Eglinton-Davisville (174)"
25245,3881220,"2015-02-25",2015,"February","Wednesday",13,"Person in Crisis","D32","Yes","Yes","035","Westminster-Branson (35)"
25246,3882307,"2015-02-25",2015,"February","Wednesday",17,"Suicide-related","D32","Yes","No","037","Willowdale West (37)"
25247,3878515,"2015-02-25",2015,"February","Wednesday",2,"Suicide-related","D33","No","No","052","Bayview Village (52)"
25248,3883505,"2015-02-25",2015,"February","Wednesday",21,"Person in Crisis","D32","No","No","036","Newtonbrook West (36)"
25249,3880633,"2015-02-25",2015,"February","Wednesday",12,"Person in Crisis","D52","Yes","No","078","Kensington-Chinatown (78)"
25250,3879683,"2015-02-25",2015,"February","Wednesday",9,"Suicide-related","D53","Yes","Yes","100","Yonge-Eglinton (100)"
25251,3880171,"2015-02-25",2015,"February","Wednesday",11,"Person in Crisis","D11","Yes","Yes","088","High Park North (88)"
25252,3880507,"2015-02-25",2015,"February","Wednesday",11,"Suicide-related","D12","Yes","Yes","112","Beechborough-Greenbrook (112)"
25253,3882190,"2015-02-25",2015,"February","Wednesday",16,"Person in Crisis","D11","Yes","Yes","087","High Park-Swansea (87)"
25254,3881226,"2015-02-25",2015,"February","Wednesday",13,"Person in Crisis","D43","No","No","156","Bendale-Glen Andrew (156)"
